0,1,2,3,4,5,6,7,8,9,10
ice cream,whipped/sour cream,,,,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
pip fruit,white wine,,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
other vegetables,butter,red/blush wine,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
bottled water,soda,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
whole milk,other vegetables,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
sausage,rolls/buns,,,,,,,,,
butter,cleaner,red/blush wine,,,,,,,,
shopping bags,baking powder,,,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
house keeping products,butter milk,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
frankfurter,oil,,,,,,,,,
pork,packaged fruit/vegetables,chocolate,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
frankfurter,whipped/sour cream,citrus fruit,whole milk,dishes,,,,,,
pip fruit,frozen potato products,,,,,,,,,
hygiene articles,chicken,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
herbs,newspapers,,,,,,,,,
pork,cereals,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
citrus fruit,berries,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
vinegar,flour,,,,,,,,,
berries,oil,cat food,,,,,,,,
sausage,domestic eggs,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
curd,bottled water,other vegetables,white bread,,,,,,,
sausage,root vegetables,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
other vegetables,white bread,detergent,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
rolls/buns,shopping bags,cream cheese ,,,,,,,,
white wine,whole milk,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
other vegetables,dessert,other vegetables,fruit/vegetable juice,,,,,,,
canned beer,specialty cheese,,,,,,,,,
grapes,other vegetables,,,,,,,,,
tropical fruit,coffee,red/blush wine,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
frankfurter,sausage,pastry,newspapers,newspapers,honey,,,,,
bottled water,sausage,yogurt,bottled water,,,,,,,
beef,pasta,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
yogurt,margarine,newspapers,,,,,,,,
whole milk,red/blush wine,newspapers,,,,,,,,
pastry,soda,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,
rolls/buns,long life bakery product,root vegetables,,,,,,,,
whole milk,yogurt,pot plants,pastry,flower (seeds),pudding powder,,,,,
specialty fat,pet care,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
flour,baking powder,,,,,,,,,
pastry,soda,,,,,,,,,
canned fish,canned fish,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
beverages,cake bar,cake bar,frozen meals,,,,,,,
other vegetables,dessert,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
butter milk,canned beer,yogurt,semi-finished bread,margarine,,,,,,
tropical fruit,bottled beer,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
pork,pastry,,,,,,,,,
root vegetables,flower (seeds),,,,,,,,,
beef,dessert,,,,,,,,,
napkins,packaged fruit/vegetables,shopping bags,,,,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
syrup,whole milk,,,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
sausage,ketchup,,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
whole milk,shopping bags,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
brown bread,tropical fruit,sugar,,,,,,,,
coffee,coffee,,,,,,,,,
butter,citrus fruit,margarine,soda,whole milk,roll products ,,,,,
beverages,salt,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
curd,yogurt,,,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
newspapers,white bread,rolls/buns,beverages,,,,,,,
hamburger meat,soda,,,,,,,,,
yogurt,newspapers,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
domestic eggs,white bread,whipped/sour cream,,,,,,,,
citrus fruit,beverages,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
bottled water,specialty bar,curd,,,,,,,,
soda,yogurt,,,,,,,,,
meat,bottled water,soda,,,,,,,,
ham,whipped/sour cream,ketchup,,,,,,,,
rolls/buns,berries,,,,,,,,,
ham,canned beer,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
whole milk,soda,,,,,,,,,
liqueur,whole milk,onions,soda,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
specialty bar,yogurt,,,,,,,,,
ham,cream cheese ,,,,,,,,,
misc. beverages,oil,,,,,,,,,
domestic eggs,curd cheese,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
fish,root vegetables,chocolate,,,,,,,,
chicken,rolls/buns,,,,,,,,,
soda,whole milk,soda,specialty bar,bottled water,,,,,,
cake bar,shopping bags,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,
chicken,butter,,,,,,,,,
packaged fruit/vegetables,chewing gum,ham,condensed milk,soda,,,,,,
brown bread,canned beer,,,,,,,,,
frozen vegetables,salty snack,other vegetables,curd,hygiene articles,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
other vegetables,cat food,,,,,,,,,
finished products,cocoa drinks,,,,,,,,,
pip fruit,turkey,yogurt,root vegetables,other vegetables,chocolate,fruit/vegetable juice,,,,
candy,domestic eggs,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
butter,chewing gum,coffee,salty snack,,,,,,,
sausage,canned beer,newspapers,tropical fruit,newspapers,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
onions,grapes,bottled beer,,,,,,,,
ham,yogurt,,,,,,,,,
beverages,shopping bags,,,,,,,,,
soda,napkins,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
pastry,specialty bar,,,,,,,,,
soda,white wine,processed cheese,,,,,,,,
brown bread,yogurt,,,,,,,,,
meat,UHT-milk,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
canned beer,soda,,,,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
citrus fruit,pot plants,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
pip fruit,brown bread,oil,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
sausage,whole milk,,,,,,,,,
white wine,coffee,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
chicken,pastry,,,,,,,,,
soda,shopping bags,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
root vegetables,coffee,napkins,,,,,,,,
pastry,dish cleaner,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,,
fruit/vegetable juice,cat food,zwieback,frozen dessert,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frozen meals,jam,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
pork,specialty chocolate,,,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
brown bread,honey,pet care,,,,,,,,
soda,white bread,fruit/vegetable juice,,,,,,,,
bottled water,soda,,,,,,,,,
curd,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,cereals,,,,,,,,,
sausage,yogurt,,,,,,,,,
pork,root vegetables,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
liver loaf,domestic eggs,,,,,,,,,
hamburger meat,pork,chicken,whole milk,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
nuts/prunes,white wine,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,white bread,,,,,,,,,
dish cleaner,pet care,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
soda,shopping bags,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,citrus fruit,long life bakery product,salty snack,chocolate,,,,,,
berries,curd,,,,,,,,,
butter,whole milk,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
root vegetables,soda,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
red/blush wine,whole milk,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
citrus fruit,yogurt,specialty bar,chocolate,,,,,,,
grapes,pickled vegetables,,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
whole milk,pastry,,,,,,,,,
berries,sliced cheese,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,chocolate,,,,,,,,,
sweet spreads,frozen fish,,,,,,,,,
onions,flour,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
oil,citrus fruit,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
chewing gum,softener,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
beef,beef,margarine,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
bottled water,processed cheese,packaged fruit/vegetables,yogurt,,,,,,,
rolls/buns,beef,,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
soda,flour,,,,,,,,,
frozen vegetables,domestic eggs,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
whole milk,tropical fruit,rolls/buns,soap,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
pip fruit,other vegetables,coffee,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
pip fruit,hamburger meat,brown bread,cream cheese ,curd,,,,,,
soda,pastry,bottled water,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
soda,grapes,,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
sausage,pasta,,,,,,,,,
canned beer,misc. beverages,yogurt,rolls/buns,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,curd,,,,,,,,,
chicken,dog food,,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
coffee,yogurt,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
bottled water,soda,,,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
coffee,roll products ,,,,,,,,,
soda,pastry,,,,,,,,,
baking powder,pet care,yogurt,frozen vegetables,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
grapes,rolls/buns,pot plants,,,,,,,,
frankfurter,pastry,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
rolls/buns,root vegetables,specialty chocolate,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
candy,curd,,,,,,,,,
whole milk,margarine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
shopping bags,napkins,,,,,,,,,
pip fruit,soda,brown bread,,,,,,,,
pastry,syrup,,,,,,,,,
meat,domestic eggs,,,,,,,,,
pork,canned fish,zwieback,frozen vegetables,,,,,,,
soda,margarine,specialty chocolate,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,yogurt,,,,,,,,,
domestic eggs,frozen vegetables,curd,,,,,,,,
sausage,whole milk,,,,,,,,,
salty snack,newspapers,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
other vegetables,rolls/buns,domestic eggs,,,,,,,,
onions,abrasive cleaner,,,,,,,,,
ice cream,butter,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
whole milk,curd,,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
organic sausage,specialty chocolate,,,,,,,,,
salty snack,butter milk,,,,,,,,,
processed cheese,onions,root vegetables,,,,,,,,
citrus fruit,waffles,,,,,,,,,
meat,hamburger meat,,,,,,,,,
bottled beer,white bread,,,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
root vegetables,frozen meals,salty snack,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
frankfurter,canned beer,pastry,yogurt,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
whole milk,bottled beer,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
soft cheese,spices,,,,,,,,,
butter milk,oil,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
frankfurter,sausage,,,,,,,,,
chicken,roll products ,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
dessert,yogurt,,,,,,,,,
coffee,other vegetables,margarine,domestic eggs,,,,,,,
oil,coffee,,,,,,,,,
meat,curd,,,,,,,,,
specialty bar,soda,frozen vegetables,frozen vegetables,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
frozen meals,mayonnaise,whipped/sour cream,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
whole milk,rolls/buns,other vegetables,margarine,,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
bottled water,napkins,,,,,,,,,
curd,bottled beer,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
tropical fruit,flour,,,,,,,,,
soda,other vegetables,,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
yogurt,whole milk,pickled vegetables,long life bakery product,mustard,,,,,,
pot plants,other vegetables,,,,,,,,,
bottled water,shopping bags,bottled water,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack,,,,,
other vegetables,frozen meals,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
frozen vegetables,whole milk,,,,,,,,,
whole milk,ice cream,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
beef,chewing gum,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
frankfurter,margarine,,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
pork,cereals,,,,,,,,,
waffles,specialty bar,,,,,,,,,
whole milk,chewing gum,yogurt,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
citrus fruit,soda,,,,,,,,,
soda,mustard,,,,,,,,,
brown bread,yogurt,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pip fruit,onions,,,,,,,,,
ham,newspapers,bottled beer,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
rolls/buns,pork,,,,,,,,,
pork,cream cheese ,,,,,,,,,
napkins,whole milk,butter milk,,,,,,,,
pastry,red/blush wine,pickled vegetables,,,,,,,,
hamburger meat,sugar,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
canned vegetables,fish,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
beef,herbs,,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
whole milk,butter,shopping bags,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
chicken,salty snack,coffee,,,,,,,,
beef,bottled water,,,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
dishes,yogurt,,,,,,,,,
newspapers,roll products ,,,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
root vegetables,candy,,,,,,,,,
butter milk,sliced cheese,rolls/buns,,,,,,,,
curd,whole milk,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
hamburger meat,pastry,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
chicken,yogurt,,,,,,,,,
cat food,candles,whole milk,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
chocolate,sugar,coffee,,,,,,,,
tea,soda,,,,,,,,,
zwieback,soda,curd,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
bottled water,berries,,,,,,,,,
pip fruit,whole milk,butter milk,yogurt,,,,,,,
cream cheese ,whole milk,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
sausage,specialty chocolate,,,,,,,,,
soda,pastry,,,,,,,,,
whole milk,flour,,,,,,,,,
soda,whole milk,,,,,,,,,
beef,canned beer,margarine,,,,,,,,
canned beer,napkins,specialty bar,,,,,,,,
tropical fruit,soda,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
soda,chocolate marshmallow,hard cheese,,,,,,,,
dental care,curd,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
canned beer,yogurt,curd cheese,pastry,,,,,,,
tropical fruit,soda,,,,,,,,,
salty snack,other vegetables,yogurt,other vegetables,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
pip fruit,syrup,,,,,,,,,
soda,canned vegetables,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
soda,yogurt,bottled water,pot plants,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
liver loaf,bottled water,bottled water,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,yogurt,soda,,,,,,,,
meat,yogurt,,,,,,,,,
soda,coffee,,,,,,,,,
canned fish,cling film/bags,,,,,,,,,
hamburger meat,curd,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
ice cream,beef,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
packaged fruit/vegetables,dog food,,,,,,,,,
artif. sweetener,sugar,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
tropical fruit,root vegetables,detergent,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
butter,margarine,,,,,,,,,
beef,pip fruit,rolls/buns,,,,,,,,
whole milk,waffles,,,,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
pip fruit,frozen meals,,,,,,,,,
pastry,whipped/sour cream,whipped/sour cream,oil,,,,,,,
frankfurter,onions,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
whole milk,yogurt,,,,,,,,,
shopping bags,whole milk,whole milk,whole milk,detergent,flour,,,,,
curd,butter,,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
whole milk,yogurt,,,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
pip fruit,margarine,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
frozen dessert,detergent,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
soda,whole milk,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
soda,soups,,,,,,,,,
soda,butter milk,,,,,,,,,
soft cheese,berries,,,,,,,,,
whipped/sour cream,dish cleaner,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
other vegetables,tropical fruit,pork,soda,,,,,,,
whole milk,hamburger meat,canned beer,fruit/vegetable juice,,,,,,,
berries,fruit/vegetable juice,,,,,,,,,
yogurt,popcorn,,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream,,,
hamburger meat,hard cheese,,,,,,,,,
root vegetables,soda,,,,,,,,,
citrus fruit,salty snack,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
bottled beer,herbs,,,,,,,,,
curd,soda,ice cream,,,,,,,,
sausage,whole milk,,,,,,,,,
soda,dish cleaner,,,,,,,,,
tropical fruit,oil,,,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
beef,root vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
chicken,whole milk,,,,,,,,,
other vegetables,sausage,tropical fruit,whipped/sour cream,salty snack,oil,,,,,
whole milk,bottled water,,,,,,,,,
sausage,whole milk,,,,,,,,,
beef,butter,,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
UHT-milk,yogurt,napkins,,,,,,,,
pastry,chicken,packaged fruit/vegetables,tropical fruit,packaged fruit/vegetables,pasta,photo/film,sugar,,,
napkins,soda,,,,,,,,,
